position;name;cheke;perfomance;yearofprod;cpusocket;cpucore;numofcores,numofthreads;basefreq;turbofreq;cachel1;cachel2;cachel3;graphics;memorycontroller;pciecontroller;lithography;tdp;cpucategory
719;AMD Ryzen 5 4500;;9721.47;2022;Socket AM4;6 / 12;6 / 12;3600 MHz;4100 MHz;6x32 + 6x32;6x512;8192;нет;2 chann.DDR4-3200;PCI Express 3.016 lines;7 nm;65 W;десктопный
720;Intel Core i9-10980HK;;9721.25;2020;BGA1440;8 / 16;8 / 16;2400 MHz;5300 MHz;8x32 + 8x32;8x256;16384;Intel UHD Graphics 630350 - 1250 MHz;2 chann.DDR4-2933;PCI Express 3.016 lines;14 nm;45 W;мобильный
721;Intel Xeon Gold 5215;;9714.46;2019;LGA3647;10 / 20;10 / 20;2500 MHz;3400 MHz;10x32 + 10x32;10x1024;14080;нет;6 chann.DDR4-2667;PCI Express 3.048 lines;14 nm;85 W;серверный
722;AMD Ryzen Embedded V2718;;9681.12;2020;Socket FP6;8 / 16;8 / 16;1700 MHz;4150 MHz;8x32 + 8x32;8x512;8192;Radeon RX Vega 71600 MHz, 448 shaders;2 chann.LPDDR4x-4266;PCI Express 3.020 lines;7 nm;10-25 W;встраиваемый
723;AMD Ryzen 5 4600G;;9675.69;2020;Socket AM4;6 / 12;6 / 12;3700 MHz;4200 MHz;6x32 + 6x32;6x512;8192;Radeon Vega 71900 MHz, 448 shaders;2 chann.DDR4-3200;PCI Express 3.016 lines;7 nm;65 W;десктопный
724;AMD Ryzen 5 3600;;9647;2019;Socket AM4;6 / 12;6 / 12;3600 MHz;4200 MHz;6x32 + 6x32;6x512;32768;нет;2 chann.DDR4-3200;PCI Express 4.016 lines;7 nm;65 W;десктопный
725;Intel Xeon D-1726;;9643.73;2022;BGA2227;6 / 12;6 / 12;2900 MHz;3500 MHz;6x32 + 6x32;6x1024;10240;нет;4 chann.DDR4-2933;PCI Express 4.016 lines;10 nm;70 W;серверный
726;Intel Xeon Gold 6134;;9643.2;2017;LGA3647;8 / 16;8 / 16;3200 MHz;3700 MHz;8x32 + 8x32;8x1024;25344;нет;6 chann.DDR4-2666;PCI Express 3.048 lines;14 nm;130 W;серверный
727;Intel Xeon E5-2660 v4;;9607.15;2016;LGA2011-3;14 / 28;14 / 28;2000 MHz;3200 MHz;32+32x14;256x14;35840;нет;4 chann.DDR4-2400;PCI Express 3.040 lines;14 nm;105 W;серверный
728;Intel Xeon Gold 5217;;9593.22;2019;LGA3647;8 / 16;8 / 16;2500 MHz;3400 MHz;8x32 + 8x32;8x1024;11264;нет;6 chann.DDR4-2667;PCI Express 3.048 lines;14 nm;115 W;серверный
729;AMD Ryzen 7 4850U;;9587.77;2020;Socket FP6;8 / 16;8 / 16;1700 MHz;4100 MHz;8x32 + 8x32;8x512;8192;Radeon RX Vega 8 (Ryzen 4000)1750 MHz, 512 shaders;2 chann.LPDDR4x-4266;PCI Express 3.016 lines;7 nm;15 W;мобильный
730;Intel Core i3-14100F;;9563.08;2024;LGA1700;4 / 8;4 / 8;3500 MHz;4700 MHz;4x32 + 4x48;5120;12228;нет;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;110 W;десктопный
731;Intel Xeon E5-4660 v4;;9558.98;2016;LGA2011-3;16 / 32;16 / 32;2200 MHz;3000 MHz;16x32 + 16x32;256x16;40960;нет;4 chann.DDR4-2400;PCI Express 3.040 lines;14 nm;120 W;серверный
732;Intel Core i5-1345U;;9550.64;2023;BGA1744;10 / 12;10 / 12;1200 MHz;4700 MHz;2x32 + 2x48 | 8x32 + 8x64;9728;12288;Iris Xe Graphics G7 80EU1250 MHz;2 chann.LPDDR5x 6400;PCI Express 4.020 lines;10 nm;15 W;мобильный
733;Intel Core 7 150U;;9548.16;2024;BGA1744;10 / 12;10 / 12;1200 MHz;5400 MHz;2x32 + 2x48 | 8x32 + 8x64;9728;12288;Iris Xe Graphics G7 96EU1300 MHz;2 chann.LPDDR5x 6400;PCI Express 4.020 lines;10 nm;15 W;мобильный
734;Intel Core i7-11700T;;9538.5;2021;LGA1200;8 / 16;8 / 16;1400 MHz;4600 MHz;8x32 + 8x48;8x1280;16384;Intel UHD Graphics 750300 - 1300 MHz;2 chann.DDR4-3200;PCI Express 4.020 lines;14 nm;35 W;десктопный
735;Intel Xeon Gold 5117;;9534.76;2017;LGA3647;14 / 28;14 / 28;2000 MHz;2800 MHz;14x32 + 14x32;14x1024;19712;нет;6 chann.DDR4-2400;PCI Express 3.048 lines;14 nm;105 W;серверный
736;AMD Ryzen 5 4600GE;;9529.35;2020;Socket AM4;6 / 12;6 / 12;3300 MHz;4200 MHz;6x32 + 6x32;6x512;8192;Radeon Vega 71900 MHz, 448 shaders;2 chann.DDR4-3200;PCI Express 3.016 lines;7 nm;35 W;десктопный
737;Intel Xeon E5-2680 v4;;9528.64;2016;LGA2011-3;14 / 28;14 / 28;2400 MHz;3300 MHz;32+32x14;256x14;35840;нет;4 chann.DDR4-2400;PCI Express 3.040 lines;14 nm;120 W;серверный
738;Intel Core i9-9900;;9452.41;2018;LGA1151-2;8 / 16;8 / 16;3100 MHz;5000 MHz;8x32 + 8x32;8x256;16384;Intel UHD Graphics 630350 - 1200 MHz;2 chann.DDR4-2666;PCI Express 3.016 lines;14 nm;65 W;десктопный
739;Intel Xeon Silver 4116T;;9441.36;2017;LGA3647;12 / 24;12 / 24;2100 MHz;3000 MHz;12x32 + 12x32;12x1024;16896;нет;6 chann.DDR4-2400;PCI Express 3.048 lines;14 nm;85 W;серверный
740;Intel Xeon w3-2423;;9416.99;2023;LGA4677;6 / 12;6 / 12;2100 MHz;4200 MHz;6x32 + 6x48;6x2048;15360;нет;4 chann.DDR5-4400;PCI Express 5.064 lines;10 nm;150 W;десктопный
741;Intel Xeon Silver 4210R;;9394.87;2020;LGA3647;10 / 20;10 / 20;2400 MHz;3200 MHz;10x32 + 10x32;10x1024;14080;нет;6 chann.DDR4-2400;PCI Express 3.048 lines;14 nm;100 W;серверный
742;Intel Xeon D-2166NT;;9390.38;2018;BGA2518;12 / 24;12 / 24;2000 MHz;3000 MHz;12x32 + 12x32;12x1024;16896;нет;4 chann.DDR4-2133;PCI Express 3.0255 lines;14 nm;85 W;серверный
743;AMD Ryzen 5 PRO 4650GE;;9367.34;2020;Socket AM4;6 / 12;6 / 12;3300 MHz;4200 MHz;6x32 + 6x32;6x512;8192;Radeon Vega 71900 MHz, 448 shaders;2 chann.DDR4-3200;PCI Express 3.016 lines;7 nm;35 W;десктопный
744;Intel Xeon E-2286M;;9358.35;2019;BGA1440;8 / 16;8 / 16;2400 MHz;5000 MHz;8x32 + 8x32;8x256;16384;Intel UHD Graphics P630350 - 1250 MHz;2 chann.LPDDR3-2133;PCI Express 3.016 lines;14 nm;45 W;мобильный
745;Intel Core i3-14100;;9349.81;2024;LGA1700;4 / 8;4 / 8;3500 MHz;4700 MHz;4x32 + 4x48;5120;12228;Intel UHD Graphics 770300 - 1500 MHz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;110 W;десктопный
746;Intel Core i7-1355U;;9347.32;2023;BGA1744;10 / 12;10 / 12;1800 MHz;5000 MHz;2x32 + 2x48 | 8x32 + 8x64;9728;12288;Intel Iris Xe Graphics G7 96EU1300 MHz;2 chann.LPDDR4x-4267;PCI Express 4.020 lines;10 nm;15 W;мобильный
747;Intel Core i7-1365U;;9284.52;2023;BGA1744;10 / 12;10 / 12;1300 MHz;5200 MHz;2x32 + 2x48 | 8x32 + 8x64;9728;12288;Intel Iris Xe Graphics G7 96EU1300 MHz;2 chann.LPDDR4x-4267;PCI Express 4.020 lines;10 nm;15 W;мобильный
748;AMD Ryzen 5 5600H;;9264.5;2021;Socket FP6;6 / 12;6 / 12;3300 MHz;4200 MHz;6x32 + 6x32;6x512;16384;Radeon RX Vega 71800 MHz, 448 shaders;2 chann.LPDDR4x-4266;PCI Express 3.016 lines;7 nm;45 W;мобильный
749;Intel Xeon E5-2680 v3;;9252.43;2014;LGA2011-3;12 / 24;12 / 24;2500 MHz;3300 MHz;32+32x12;256x12;30720;нет;4 chann.DDR4-2133;PCI Express 3.040 lines;22 nm;120 W;серверный
750;AMD Ryzen 5 7430U;;9250.5;2023;Socket FP6;6 / 12;6 / 12;2300 MHz;4300 MHz;6x32 + 6x32;6x512;16384;Radeon RX Vega 71800 MHz, 448 shaders;2 chann.LPDDR4x-4266;PCI Express 3.016 lines;7 nm;15 W;мобильный
751;Intel Xeon Silver 4116;;9233.16;2017;LGA3647;12 / 24;12 / 24;2100 MHz;3000 MHz;12x32 + 12x32;12x1024;16896;нет;6 chann.DDR4-2400;PCI Express 3.048 lines;14 nm;85 W;серверный
752;Intel Xeon D-1733NT;;9232.14;2022;BGA2227;8 / 16;8 / 16;2000 MHz;3100 MHz;8x32 + 8x32;8x1024;15360;нет;4 chann.DDR4-2400;PCI Express 4.016 lines;10 nm;53 W;серверный
753;Intel Core i5-1335U;;9226.07;2023;BGA1744;10 / 12;10 / 12;900 MHz;4600 MHz;2x32 + 2x48 | 8x32 + 8x64;9728;12288;Iris Xe Graphics G7 80EU1250 MHz;2 chann.LPDDR5x 6400;PCI Express 4.020 lines;10 nm;15 W;мобильный
754;Intel Xeon E5-1681 v3;;9214.8;2014;LGA2011-3;10 / 20;10 / 20;2900 MHz;3500 MHz;10x32 + 10x32;10x256;25600;нет;4 chann.DDR4-2133;PCI Express 3.040 lines;22 nm;135 W;серверный
755;Intel Core Ultra 7 164U;;9209.32;2023;BGA2251;12 / 14;12 / 14;400 MHz;4800 MHz;2x48 + 2x64 | 8x32 + 8x64 | 2x32 + 2x64;2x2048 | 2x2048 | 2048;12288;Graphics 4-Cores iGPU (Arc)512 shaders, 300 - 1800 MHz;2 chann.LPDDR5x-6400;PCI Express 4.020 lines;7 nm;9 W;мобильный
756;AMD Ryzen 7 2700;;9196.51;2018;Socket AM4;8 / 16;8 / 16;3200 MHz;4100 MHz;8x64 + 8x32;8x512;16384;нет;2 chann.DDR4-2933;PCI Express 3.024 lines;12 nm;65 W;десктопный
757;Intel Core i3-12300;;9187.02;2022;LGA1700;4 / 8;4 / 8;3500 MHz;4400 MHz;4x48 + 4x32;5120;12288;UHD Graphics 730300 - 1450 MGz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;89 W;десктопный
758;AMD Ryzen 7 5700U;;9180.67;2021;Socket FP6;8 / 16;8 / 16;1800 MHz;4300 MHz;8x32 + 8x32;8x512;8192;Radeon RX Vega 8 (Ryzen 4000)1900 MHz, 512 shaders;2 chann.LPDDR4-4266;PCI Express 3.016 lines;7 nm;15 W;мобильный
759;Intel Xeon E5-2683 v3;;9167.69;2014;LGA2011-3;14 / 28;14 / 28;2000 MHz;3000 MHz;32+32x14;256x14;35840;нет;4 chann.DDR4-2133;PCI Express 3.040 lines;22 nm;120 W;серверный
760;AMD Ryzen 7 PRO 4750U;;9165.59;2020;Socket FP6;8 / 16;8 / 16;1700 MHz;4100 MHz;8x32 + 8x32;8x512;8192;Radeon Vega 71600 MHz, 448 shaders;2 chann.LPDDR4x-4266;PCI Express 3.016 lines;7 nm;15 W;мобильный
761;AMD Ryzen 7 PRO 5875U;;9161.51;2021;Socket FP6;8 / 16;8 / 16;2000 MHz;4500 MHz;8x32 + 8x32;8x512;16384;Radeon RX Vega 8 (Ryzen 5000)2000 MHz, 512 shaders;4 chann.LPDDR4x-4266;PCI Express 3.016 lines;7 nm;15 W;мобильный
762;Intel Core i5-11600T;;9126.89;2021;LGA1200;6 / 12;6 / 12;1700 MHz;4100 MHz;6x32 + 6x48;6x1280;12288;Intel UHD Graphics 750300 - 1300 MHz;2 chann.DDR4-3200;PCI Express 4.020 lines;14 nm;35 W;десктопный
763;Intel Xeon Gold 5115;;9124.3;2017;LGA3647;10 / 20;10 / 20;2400 MHz;3200 MHz;10x32 + 10x32;10x1024;14080;нет;6 chann.DDR4-2400;PCI Express 3.048 lines;14 nm;85 W;серверный
764;AMD Ryzen 5 5560U;;9097.97;2021;Socket FP6;6 / 12;6 / 12;2300 MHz;4000 MHz;6x32 + 6x32;6x512;8192;Radeon RX Vega 61600 MHz, 384 shaders;2 chann.LPDDR4x-4266;PCI Express 3.016 lines;7 nm;15 W;мобильный
765;Intel Core i3-13100F;;9091.77;2023;LGA1700;4 / 8;4 / 8;3400 MHz;4500 MHz;4x32 + 4x48;5120;12288;нет;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;89 W;десктопный
766;Intel Core i7-10875H;;9064.73;2020;BGA1440;8 / 16;8 / 16;2300 MHz;5100 MHz;8x32 + 8x32;8x256;16384;Intel UHD Graphics 630350 - 1200 MHz;2 chann.DDR4-2933;PCI Express 3.016 lines;14 nm;45 W;мобильный
767;Intel Core i9-10885H;;9046.8;2020;BGA1440;8 / 16;8 / 16;2400 MHz;5300 MHz;8x32 + 8x32;8x256;16384;Intel UHD Graphics 630350 - 1200 MHz;2 chann.DDR4-2933;PCI Express 3.016 lines;14 nm;45 W;мобильный
768;AMD Ryzen 5 PRO 7530U;;9042.71;2023;Socket FP6;6 / 12;6 / 12;2000 MHz;4500 MHz;6x32 + 6x32;6x512;16384;Radeon RX Vega 72000 MHz;2 chann.DDR4;PCI Express 3.020 lines;7 nm;15 W;мобильный
769;Intel Core i5-12500TE;;9038.32;2022;LGA1700;6 / 12;6 / 12;1900 MHz;4300 MHz;6x48 + 6x32;7680;18432;Intel UHD Graphics 770300 - 1450 MHz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;35 W;встраиваемый
770;AMD Ryzen 5 5625U;;9017.41;2022;Socket FP6;6 / 12;6 / 12;2300 MHz;4300 MHz;6x32 + 6x32;6x512;16384;Radeon RX Vega 71800 MHz, 448 shaders;2 chann.LPDDR4x-4266;PCI Express 3.016 lines;7 nm;15 W;мобильный
771;AMD Ryzen 7 PRO 1700X;;9016.41;2017;Socket AM4;8 / 16;8 / 16;3400 MHz;3800 MHz;8x64 + 8x32;8x512;16384;нет;2 chann.DDR4-2666;PCI Express 3.024 lines;14 nm;95 W;десктопный
772;Intel Core i9-9980HK;;9006.3;2019;BGA1440;8 / 16;8 / 16;2500 MHz;5000 MHz;8x32 + 8x32;256x8;16384;Intel UHD Graphics 630350 - 1250 MHz;2 chann.LPDDR3-2133;PCI Express 3.016 lines;14 nm;45 W;мобильный
773;Intel Core i7-10870H;;8996.02;2020;BGA1440;8 / 16;8 / 16;2200 MHz;5000 MHz;8x32 + 8x32;8x256;16384;Intel UHD Graphics 630350 - 1200 MHz;2 chann.DDR4-2933;PCI Express 3.016 lines;14 nm;45 W;мобильный
774;Intel Core i3-1220P;;8992.93;2022;BGA1744;10 / 12;10 / 12;1100 MHz;4400 MHz;2x32 + 2x48 | 8x32 + 8x64;18944;12288;Intel Iris Xe Graphics G7 64EU400 - 1100 MHz;2 chann.LPDDR4x 4267;нет;10 nm;28 W;мобильный
775;AMD Ryzen 5 PRO 5650U;;8985.95;2021;Socket FP6;6 / 12;6 / 12;2300 MHz;4200 MHz;6x32 + 6x32;6x512;16384;Radeon RX Vega 71800 MHz, 448 shaders;2 chann.LPDDR4x-4266;PCI Express 3.016 lines;7 nm;15 W;мобильный
776;Intel Xeon Silver 4215;;8977.67;2019;LGA3647;8 / 16;8 / 16;2500 MHz;3500 MHz;8x32 + 8x32;8x1024;11264;нет;6 chann.DDR4-2400;PCI Express 3.048 lines;14 nm;85 W;серверный
777;Intel Xeon E5-2678 v3;;8973.66;2014;LGA2011-3;12 / 24;12 / 24;2500 MHz;3300 MHz;12x32 + 12x32;12x256;30720;нет;4 chann.DDR4;PCI Express 3.040 lines;22 nm;120 W;серверный
778;Intel Core i7-6900K;;8954.18;2016;LGA2011-3;8 / 16;8 / 16;3200 MHz;3700 MHz;32+32x8;256x8;20480;нет;4 chann.DDR4-2400;PCI Express 3.040 lines;14 nm;140 W;десктопный
779;AMD Ryzen 7 1800X;;8933.04;2017;Socket AM4;8 / 16;8 / 16;3600 MHz;4000 MHz;8x64+8x32;8x512;16384;нет;2 chann.DDR4-2400;PCI Express 3.024 lines;14 nm;95 W;десктопный
780;AMD Ryzen 5 PRO 4400GE;;8910.24;2020;Socket AM4;6 / 12;6 / 12;3300 MHz;4200 MHz;6x32 + 6x32;6x512;8192;Radeon Vega 71900 MHz, 448 shaders;2 chann.DDR4-3200;PCI Express 3.016 lines;7 nm;35 W;десктопный
781;Intel Xeon E5-2687W v3;;8904.85;2014;LGA2011-3;10 / 20;10 / 20;3100 MHz;3500 MHz;32+32x10;256x10;20480;нет;4 chann.DDR4-2133;PCI Express 3.040 lines;22 nm;160 W;серверный
782;Intel Xeon D-1732TE;;8862.21;2022;BGA2227;8 / 16;8 / 16;2500 MHz;3500 MHz;8x32 + 8x32;8x1024;15360;нет;4 chann.DDR4-2667;PCI Express 4.016 lines;10 nm;52 W;серверный
783;Intel Core i3-12100E;;8860.49;2022;LGA1700;4 / 8;4 / 8;3300 MHz;4300 MHz;4x48 + 4x32;5120;12288;UHD Graphics 730300 - 1400 MGz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;60 W;встраиваемый
784;Intel Core i9-10880H;;8859.57;2020;BGA1440;8 / 16;8 / 16;2300 MHz;5100 MHz;8x32 + 8x32;8x256;16384;Intel UHD Graphics 630350 - 1200 MHz;2 chann.DDR4-2933;PCI Express 3.016 lines;14 nm;45 W;мобильный
785;Intel Core i3-13100;;8844.92;2023;LGA1700;4 / 8;4 / 8;3400 MHz;4500 MHz;4x32 + 4x48;5120;12288;Intel UHD Graphics 730300 - 1500 MHz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;89 W;десктопный
786;Intel Core i7-9700K;;8834.9;2018;LGA1151-2;8 / 8;8 / 8;3600 MHz;4900 MHz;8x32 + 8x32;8x256;12288;Intel UHD Graphics 630350 - 1200 MHz;2 chann.DDR4-2666;PCI Express 3.016 lines;14 nm;95 W;десктопный
787;Intel Core i7-1260U;;8827.54;2022;BGA1787;10 / 12;10 / 12;800 MHz;4700 MHz;2x32 + 2x48 | 8x32 + 8x64;18944;12288;Intel Iris Xe Graphics G7 96EU400 - 950 MHz;2 chann.LPDDR4x 4267;PCI Express 4.020 lines;10 nm;9 W;мобильный
788;AMD Ryzen 7 2700E;;8827.11;2018;Socket AM4;8 / 16;8 / 16;2800 MHz;4000 MHz;8x64 + 8x32;8x512;16384;нет;2 chann.DDR4-2667;PCI Express 3.024 lines;12 nm;45 W;десктопный
789;AMD Ryzen 5 PRO 5675U;;8816.85;2022;Socket FP6;6 / 12;6 / 12;2300 MHz;4300 MHz;6x32 + 6x32;6x512;16384;Radeon RX Vega 71800 MHz, 448 shaders;2 chann.LPDDR4x-4266;PCI Express 3.016 lines;7 nm;15 W;мобильный
790;Intel Core i3-12100F;;8787.12;2022;LGA1700;4 / 8;4 / 8;3300 MHz;4300 MHz;4x48 + 4x32;5120;12288;нет;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;89 W;десктопный
791;AMD Ryzen 5 5600U;;8780.47;2021;Socket FP6;6 / 12;6 / 12;2300 MHz;4200 MHz;6x32 + 6x32;6x512;16384;Radeon RX Vega 71800 MHz, 448 shaders;2 chann.LPDDR4x-4266;PCI Express 3.016 lines;7 nm;15 W;мобильный
792;Intel Xeon E5-4667 v3;;8779.82;2015;LGA2011-3;16 / 32;16 / 32;2000 MHz;2900 MHz;16x32 + 16x32;16x256;40960;нет;4 chann.DDR4-2133;PCI Express 3.040 lines;22 nm;135 W;серверный
793;Intel Core i7-9700KF;;8778.67;2019;LGA1151-2;8 / 8;8 / 8;3600 MHz;4900 MHz;8x32 + 8x32;8x256;12288;нет;2 chann.DDR4-2666;PCI Express 3.016 lines;14 nm;95 W;десктопный
794;Intel Core i7-8086K;;8777.84;2018;LGA1151-2;6 / 12;6 / 12;4000 MHz;5000 MHz;6x32 + 6x32;6x256;12288;Intel UHD Graphics 630350 - 1200 MHz;2 chann.DDR4-2666;PCI Express 3.016 lines;14 nm;95 W;десктопный
795;Intel Core i7-1370PRE;;8769.06;2023;BGA1744;14 / 20;14 / 20;1900 MHz;4800 MHz;6x32 + 6x48 | 8x32 + 8x64;9728;24576;Intel Iris Xe Graphics G7 96EU300 - 1400 MHz;2 chann.LPDDR4x-4267;PCI Express 4.020 lines;10 nm;28 W;встраиваемый
796;Intel Core i5-10600K;;8739.8;2020;LGA1200;6 / 12;6 / 12;4100 MHz;4800 MHz;6x32 + 6x32;6x256;12288;Intel UHD Graphics 630350 - 1200 MHz;2 chann.DDR4-2666;PCI Express 3.016 lines;14 nm;125 W;десктопный
797;AMD Ryzen 5 PRO 4655GE;;8694.03;2020;Socket AM4;6 / 12;6 / 12;3300 MHz;4200 MHz;6x32 + 6x32;6x512;8192;Radeon Vega 71900 MHz, 448 shaders;2 chann.DDR4-3200;PCI Express 3.016 lines;7 nm;35 W;десктопный
798;Intel Core i5-1334U;;8690.09;2023;BGA1744;10 / 12;10 / 12;900 MHz;4600 MHz;2x32 + 2x48 | 8x32 + 8x64;9728;12288;Iris Xe Graphics G7 80EU1250 MHz;2 chann.LPDDR5x 6400;PCI Express 4.020 lines;10 nm;15 W;мобильный
799;Intel Core i5-10600KF;;8674.19;2020;LGA1200;6 / 12;6 / 12;4100 MHz;4800 MHz;6x32 + 6x32;6x256;12288;нет;2 chann.DDR4-2666;PCI Express 3.016 lines;14 nm;125 W;десктопный
800;Intel Xeon E5-2666 v3;;8656.7;2015;LGA2011-3;10 / 20;10 / 20;2900 MHz;3500 MHz;10x32 + 10x32;10x256;25600;нет;4 chann.DDR4;PCI Express 3.040 lines;22 nm;135 W;серверный
801;AMD Ryzen 3 PRO 8300G;;8643.39;2024;Socket AM5;4 / 8;4 / 8;3400 MHz;4900 MHz;4x32 + 4x32;4x1024;8192;Radeon 740M2600 MHz;2 chann.5200;PCI Express 4.014 lines;4 nm;65 W;десктопный
802;Intel Xeon W-2235;;8620.27;2019;LGA2066;6 / 12;6 / 12;3800 MHz;4600 MHz;4x32 + 4x32;4x1024;8448;нет;4 chann.DDR4-2933;PCI Express 3.048 lines;14 nm;130 W;серверный
803;Intel Core i7-1265U;;8591.26;2022;BGA1744;10 / 12;10 / 12;1300 MHz;4800 MHz;2x32 + 2x48 | 8x32 + 8x64;18944;12288;Intel Iris Xe Graphics G7 96EU400 - 1250 MHz;2 chann.LPDDR4x 4267;нет;10 nm;15 W;мобильный
804;AMD Ryzen 7 1700X;;8590.97;2017;Socket AM4;8 / 16;8 / 16;3400 MHz;3800 MHz;8x64+8x32;8x512;16384;нет;2 chann.DDR4-2400;PCI Express 3.024 lines;14 nm;95 W;десктопный
805;AMD Ryzen 5 4600HS;;8569.97;2020;Socket FP6;6 / 12;6 / 12;3000 MHz;4000 MHz;6x32 + 6x32;6x512;8192;Radeon RX Vega 6 (Ryzen 4000)1500 MHz, 384 shaders;2 chann.LPDDR4-4266;PCI Express 3.016 lines;7 nm;35 W;мобильный
806;AMD Ryzen 3 PRO 8300GE;;8568.71;2024;Socket AM5;4 / 8;4 / 8;3500 MHz;4900 MHz;4x32 + 4x32;4x1024;8192;Radeon 740M2600 MHz;2 chann.5200;PCI Express 4.014 lines;4 nm;35 W;десктопный
807;Intel Xeon E5-4660 v3;;8552.68;2015;LGA2011-3;14 / 28;14 / 28;2100 MHz;2900 MHz;14x32 + 14x32;14x256;35840;нет;4 chann.DDR4-2133;PCI Express 3.040 lines;22 nm;120 W;серверный
808;Intel Core i5-1240U;;8546.49;2022;BGA1744;10 / 12;10 / 12;800 MHz;4400 MHz;2x32 + 2x48 | 8x32 + 8x64;18944;12288;Intel Iris Xe Graphics G7 80EU400 - 900 MHz;2 chann.LPDDR4x-4267;нет;10 nm;29 W;мобильный
809;AMD EPYC 7251;;8516.65;2017;Socket SP3;8 / 16;8 / 16;2100 MHz;2900 MHz;8x64 + 8x32;8x512;32768;нет;8 chann.DDR4-2400;PCI Express 3.0128 lines;14 nm;120 W;серверный
810;Intel Xeon W-1250;;8512.89;2020;LGA1200;6 / 12;6 / 12;3300 MHz;4700 MHz;6x32 + 6x32;6x256;12288;Intel UHD Graphics P630350 - 1200 MHz;2 chann.DDR4-2666;PCI Express 3.016 lines;14 nm;80 W;десктопный
811;Intel Xeon W-1250P;;8505.64;2020;LGA1200;6 / 12;6 / 12;4100 MHz;4800 MHz;6x32 + 6x32;6x256;12288;Intel UHD Graphics P630350 - 1200 MHz;2 chann.DDR4-2666;PCI Express 3.016 lines;14 nm;125 W;десктопный
812;Intel Xeon E5-2658A v3;;8496.84;2015;LGA2011-3;12 / 24;12 / 24;2200 MHz;2900 MHz;32x12 + 32x12;256x12;30720;нет;4 chann.DDR4-2330;PCI Express 3.040 lines;22 nm;105 W;серверный
813;Intel Core i5-11400T;;8472.18;2021;LGA1200;6 / 12;6 / 12;1300 MHz;3700 MHz;6x32 + 6x48;6x1280;12288;Intel UHD Graphics 730300 - 1200 MHz;2 chann.DDR4-3200;PCI Express 4.020 lines;14 nm;35 W;десктопный
814;Intel Xeon W-2135;;8462.33;2017;LGA2066;6 / 12;6 / 12;3700 MHz;4500 MHz;6x32 + 6x32;6x1024;8448;нет;4 chann.DDR4-2666;PCI Express 3.048 lines;14 nm;140 W;серверный
815;Intel Xeon E-2374G;;8460.36;2021;LGA1200;4 / 8;4 / 8;3700 MHz;5000 MHz;4x32 + 4x48;4x1280;8192;Intel UHD Graphics P750350 - 1300 MHz;2 chann.DDR4-3200;PCI Express 4.020 lines;14 nm;80 W;десктопный
816;Intel Xeon E5-2673 v3;;8458.62;2013;LGA2011-3;12 / 24;12 / 24;2400 MHz;3200 MHz;12x32 + 12x32;12x256;30720;нет;4 chann.DDR4;PCI Express 3.040 lines;22 nm;105 W;серверный
817;Intel Xeon E5-2658 v4;;8451.51;2016;LGA2011-3;14 / 28;14 / 28;2300 MHz;2800 MHz;14x32 + 14x32;14x256;35840;нет;4 chann.DDR4-2400;PCI Express 3.040 lines;14 nm;105 W;встраиваемый
818;AMD EPYC 7301;;8441.34;2017;Socket SP3;16 / 32;16 / 32;2200 MHz;2700 MHz;16x64 + 16x32;16x512;65536;нет;8 chann.DDR4-2666;PCI Express 3.0128 lines;14 nm;155 W;серверный
819;Intel Core i3-12100;;8437.05;2022;LGA1700;4 / 8;4 / 8;3300 MHz;4300 MHz;4x48 + 4x32;5120;12288;UHD Graphics 730300 - 1400 MGz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;89 W;десктопный
820;Intel Xeon W-1270TE;;8427.08;2020;LGA1200;8 / 16;8 / 16;2000 MHz;4400 MHz;8x32 + 8x32;8x256;16384;Intel UHD Graphics 630350 - 1150 MHz;2 chann.DDR4-2933;PCI Express 3.016 lines;14 nm;35 W;встраиваемый
821;AMD Ryzen 5 4600H;;8422.11;2020;Socket FP6;6 / 12;6 / 12;3000 MHz;4000 MHz;6x32 + 6x32;6x512;8192;Radeon RX Vega 6 (Ryzen 4000)1500 MHz, 384 shaders;2 chann.LPDDR4-4266;PCI Express 3.016 lines;7 nm;45 W;мобильный
822;Intel Xeon E5-1680 v4;;8411.43;2016;LGA2011-3;8 / 16;8 / 16;3400 MHz;4000 MHz;32+32x8;256x8;20480;нет;4 chann.DDR4-2400;PCI Express 3.040 lines;14 nm;140 W;серверный
823;Intel Core i3-12300T;;8398.5;2022;LGA1700;4 / 8;4 / 8;2300 MHz;4200 MHz;4x48 + 4x32;5120;12288;UHD Graphics 730300 - 1450 MGz;2 chann.DDR5-4800;PCI Express 5.020 lines;10 nm;69 W;десктопный
824;Intel Xeon Silver 4210;;8381.4;2019;LGA3647;10 / 20;10 / 20;2200 MHz;3200 MHz;10x32 + 10x32;10x1024;14080;нет;6 chann.DDR4-2400;PCI Express 3.048 lines;14 nm;85 W;серверный
